Country,EdLevel,YearsCodePro,Salary
United States,Less than a Bachelors,9.0,100000.0
Spain,Bachelor’s degree,12.0,35672.0
Canada,Less than a Bachelors,14.0,167901.0
United States,Bachelor’s degree,5.0,137355.0
United States,Less than a Bachelors,6.0,70848.0
United States,Less than a Bachelors,3.0,48000.0
United States,Less than a Bachelors,2.0,86000.0
United Kingdom,Master’s degree,5.0,77633.0
United States,Less than a Bachelors,1.0,157500.0
United States,Bachelor’s degree,5.0,96000.0
United States,Bachelor’s degree,5.0,125000.0
United States,Bachelor’s degree,11.0,160000.0
United States,Bachelor’s degree,35.0,180000.0
United States,Bachelor’s degree,3.0,80000.0
Germany,Less than a Bachelors,20.0,75669.0
United States,Master’s degree,3.0,138000.0
Canada,Bachelor’s degree,14.0,77900.0
United States,Master’s degree,7.0,93500.0
United States,Master’s degree,39.0,141500.0
Canada,Master’s degree,10.0,51051.0
United States,Bachelor’s degree,1.0,75000.0
United States,Post grad,3.0,110000.0
United States,Bachelor’s degree,30.0,125000.0
United States,Master’s degree,20.0,175000.0
United States,Bachelor’s degree,2.0,92000.0
Germany,Post grad,8.0,69183.0
France,Bachelor’s degree,3.0,46482.0
Canada,Bachelor’s degree,3.0,41597.0
United States,Bachelor’s degree,4.0,65000.0
United States,Post grad,7.0,95000.0
India,Bachelor’s degree,5.0,12217.0
United States,Less than a Bachelors,20.0,115000.0
United States,Bachelor’s degree,25.0,96000.0
United States,Less than a Bachelors,15.0,180000.0
Germany,Bachelor’s degree,7.0,50806.0
France,Master’s degree,8.0,45401.0
Netherlands,Less than a Bachelors,5.0,51887.0
United States,Bachelor’s degree,5.0,74986.0
Germany,Bachelor’s degree,2.0,59454.0
United States,Bachelor’s degree,2.0,85000.0
Brazil,Master’s degree,4.0,29321.0
United States,Bachelor’s degree,3.0,76092.0
United States,Bachelor’s degree,1.0,80000.0
Brazil,Master’s degree,19.0,38484.0
United States,Bachelor’s degree,7.0,126500.0
United States,Less than a Bachelors,21.0,135000.0
United States,Bachelor’s degree,12.0,104000.0
United Kingdom,Post grad,5.0,71093.0
Netherlands,Master’s degree,12.0,162147.0
Spain,Master’s degree,3.0,47563.0
Canada,Bachelor’s degree,6.0,75631.0
Canada,Bachelor’s degree,12.0,60505.0
Brazil,Bachelor’s degree,15.0,32988.0
United States,Less than a Bachelors,3.0,55620.0
Poland,Master’s degree,9.0,212625.0
United States,Less than a Bachelors,4.0,72000.0
United States,Bachelor’s degree,3.0,131657.0
United States,Bachelor’s degree,2.0,124000.0
United States,Master’s degree,3.0,230000.0
United States,Less than a Bachelors,0.5,55000.0
United States,Bachelor’s degree,1.0,108000.0
United States,Bachelor’s degree,1.0,72000.0
United States,Bachelor’s degree,10.0,50000.0
United States,Bachelor’s degree,25.0,117000.0
United States,Less than a Bachelors,25.0,180000.0
United States,Less than a Bachelors,10.0,60000.0
United States,Bachelor’s degree,10.0,66536.0
United States,Less than a Bachelors,2.0,52000.0
Germany,Master’s degree,11.0,81074.0
United States,Bachelor’s degree,2.0,125000.0
United States,Bachelor’s degree,40.0,200000.0
United States,Bachelor’s degree,2.0,72000.0
Canada,Bachelor’s degree,6.0,59749.0
Canada,Bachelor’s degree,9.0,80925.0
United States,Bachelor’s degree,1.0,45000.0
United States,Bachelor’s degree,7.0,150000.0
Canada,Less than a Bachelors,8.0,66150.0
United States,Bachelor’s degree,10.0,96000.0
United States,Bachelor’s degree,10.0,165000.0
United States,Post grad,50.0,250000.0
Canada,Bachelor’s degree,3.0,64287.0
France,Post grad,13.0,75669.0
United States,Bachelor’s degree,3.0,129500.0
United States,Less than a Bachelors,4.0,90205.0
Sweden,Post grad,38.0,79776.0
United States,Bachelor’s degree,13.0,63500.0
United States,Bachelor’s degree,5.0,120000.0
Canada,Less than a Bachelors,26.0,79413.0
United States,Bachelor’s degree,0.5,80000.0
United States,Less than a Bachelors,10.0,125000.0
Germany,Bachelor’s degree,5.0,59454.0
United States,Bachelor’s degree,15.0,130000.0
United States,Bachelor’s degree,14.0,150000.0
United States,Less than a Bachelors,4.0,87000.0
Brazil,Bachelor’s degree,4.0,12372.0
Netherlands,Bachelor’s degree,3.0,40212.0
Germany,Less than a Bachelors,3.0,12324.0
United States,Master’s degree,5.0,75000.0
United States,Less than a Bachelors,6.0,55000.0
Canada,Bachelor’s degree,6.0,69399.0
United States,Bachelor’s degree,7.0,130000.0
United States,Bachelor’s degree,10.0,135000.0
United States,Less than a Bachelors,16.0,100000.0
Netherlands,Bachelor’s degree,6.0,54852.0
France,Master’s degree,5.0,41077.0
Canada,Less than a Bachelors,0.5,41597.0
United States,Bachelor’s degree,9.0,155000.0
United States,Bachelor’s degree,6.0,45000.0
United States,Bachelor’s degree,0.5,70000.0
Canada,Bachelor’s degree,5.0,54833.0
United States,Bachelor’s degree,9.0,170000.0
United States,Bachelor’s degree,3.0,69000.0
Canada,Bachelor’s degree,2.0,50673.0
United States,Less than a Bachelors,25.0,110000.0
United States,Bachelor’s degree,7.0,99000.0
United States,Bachelor’s degree,4.0,63000.0
United States,Bachelor’s degree,12.0,85000.0
United States,Bachelor’s degree,3.0,50000.0
United States,Bachelor’s degree,22.0,215000.0
Canada,Master’s degree,12.0,103615.0
United States,Bachelor’s degree,20.0,120000.0
United Kingdom,Less than a Bachelors,1.0,25852.0
Canada,Less than a Bachelors,0.5,46891.0
United States,Bachelor’s degree,22.0,159000.0
United States,Master’s degree,9.0,91000.0
Spain,Master’s degree,5.0,38915.0
France,Post grad,6.0,56751.0
United States,Bachelor’s degree,5.0,60000.0
United States,Bachelor’s degree,13.0,85000.0
United States,Bachelor’s degree,4.0,76500.0
India,Master’s degree,9.0,36024.0
United States,Less than a Bachelors,12.0,100000.0
Canada,Bachelor’s degree,6.0,56723.0
United States,Less than a Bachelors,2.0,56000.0
United States,Master’s degree,17.0,122000.0
United States,Less than a Bachelors,1.0,140000.0
United States,Bachelor’s degree,8.0,89900.0
United States,Bachelor’s degree,13.0,118500.0
United States,Less than a Bachelors,10.0,130000.0
United States,Master’s degree,5.0,108000.0
United States,Bachelor’s degree,17.0,142000.0
Germany,Post grad,8.0,64859.0
United States,Bachelor’s degree,15.0,190000.0
United States,Bachelor’s degree,6.0,150000.0
United States,Bachelor’s degree,14.0,103000.0
United States,Bachelor’s degree,20.0,110000.0
United States,Bachelor’s degree,2.0,150000.0
United States,Bachelor’s degree,12.0,240000.0
United States,Bachelor’s degree,2.0,110000.0
United States,Bachelor’s degree,2.0,60000.0
United States,Less than a Bachelors,11.0,90000.0
United States,Bachelor’s degree,22.0,95000.0
United States,Master’s degree,7.0,211000.0
United States,Master’s degree,7.0,65000.0
United States,Bachelor’s degree,4.0,67000.0
United States,Less than a Bachelors,16.0,44000.0
United States,Less than a Bachelors,2.0,100000.0
United Kingdom,Bachelor’s degree,8.0,90482.0
United States,Master’s degree,5.0,135000.0
United States,Master’s degree,15.0,163000.0
United States,Bachelor’s degree,2.0,130000.0
United States,Bachelor’s degree,12.0,100000.0
Canada,Less than a Bachelors,8.0,90758.0
United States,Bachelor’s degree,16.0,135000.0
Canada,Less than a Bachelors,13.0,52186.0
United Kingdom,Bachelor’s degree,2.0,31669.0
United States,Bachelor’s degree,30.0,200000.0
Poland,Bachelor’s degree,9.0,50124.0
United States,Master’s degree,14.0,100000.0
Canada,Bachelor’s degree,1.0,52942.0
United States,Bachelor’s degree,31.0,120000.0
Canada,Less than a Bachelors,10.0,43110.0
United States,Less than a Bachelors,3.0,50000.0
United States,Bachelor’s degree,4.0,110000.0
United Kingdom,Bachelor’s degree,1.0,29360.0
United States,Bachelor’s degree,10.0,85000.0
United States,Bachelor’s degree,20.0,170000.0
United States,Less than a Bachelors,12.0,135000.0
Canada,Master’s degree,13.0,71850.0
United States,Post grad,32.0,127114.0
Canada,Bachelor’s degree,9.0,88489.0
France,Master’s degree,3.0,64859.0
Canada,Less than a Bachelors,15.0,49917.0
United States,Less than a Bachelors,20.0,146000.0
United States,Less than a Bachelors,10.0,75000.0
United States,Bachelor’s degree,6.0,79000.0
United States,Post grad,2.0,90000.0
United States,Bachelor’s degree,37.0,11500.0
United States,Master’s degree,41.0,192000.0
United States,Less than a Bachelors,14.0,250000.0
United States,Master’s degree,16.0,180000.0
Netherlands,Master’s degree,18.0,70264.0
United States,Bachelor’s degree,12.0,155000.0
United States,Master’s degree,2.0,115000.0
Canada,Less than a Bachelors,3.0,36303.0
Germany,Less than a Bachelors,18.0,75240.0
United States,Less than a Bachelors,5.0,170000.0
United Kingdom,Bachelor’s degree,12.0,135722.0
Brazil,Bachelor’s degree,16.0,43428.0
United States,Bachelor’s degree,0.5,62000.0
United States,Bachelor’s degree,4.0,92500.0
United States,Bachelor’s degree,6.0,80000.0
United States,Bachelor’s degree,5.0,92000.0
United States,Less than a Bachelors,2.0,68000.0
United States,Post grad,10.0,130000.0
Canada,Bachelor’s degree,3.0,56723.0
United States,Bachelor’s degree,31.0,120000.0
Germany,Less than a Bachelors,6.0,54806.0
United States,Post grad,45.0,150000.0
United States,Bachelor’s degree,40.0,200000.0
India,Master’s degree,10.0,32112.0
United States,Master’s degree,13.0,115000.0
United States,Less than a Bachelors,10.0,142200.0
United States,Bachelor’s degree,6.0,115000.0
United States,Bachelor’s degree,4.0,80000.0
United States,Master’s degree,10.0,115000.0
United States,Master’s degree,5.0,60000.0
United States,Bachelor’s degree,5.0,140000.0
United States,Bachelor’s degree,36.0,116000.0
Germany,Master’s degree,22.0,77831.0
United States,Post grad,18.0,145000.0
United States,Master’s degree,5.0,80000.0
Canada,Less than a Bachelors,5.0,49160.0
United States,Bachelor’s degree,23.0,130000.0
United States,Bachelor’s degree,7.0,140000.0
United States,Bachelor’s degree,8.0,105000.0
United Kingdom,Master’s degree,8.0,82726.0
United Kingdom,Bachelor’s degree,2.0,22620.0
United States,Bachelor’s degree,39.0,150000.0
United States,Less than a Bachelors,38.0,98000.0
United States,Bachelor’s degree,5.0,112500.0
United States,Less than a Bachelors,5.0,107000.0
United States,Bachelor’s degree,25.0,60000.0
United States,Master’s degree,9.0,100000.0
United States,Bachelor’s degree,21.0,110000.0
Canada,Bachelor’s degree,5.0,83194.0
Canada,Less than a Bachelors,3.0,47648.0
United Kingdom,Less than a Bachelors,12.0,71093.0
United States,Bachelor’s degree,13.0,180000.0
United States,Less than a Bachelors,2.0,31500.0
United States,Less than a Bachelors,10.0,174000.0
United States,Bachelor’s degree,3.0,82000.0
Germany,Master’s degree,11.0,72966.0
Sweden,Less than a Bachelors,3.0,42960.0
Sweden,Post grad,9.0,56460.0
United States,Bachelor’s degree,3.0,54000.0
United States,Bachelor’s degree,0.5,62500.0
United States,Master’s degree,39.0,155000.0
United States,Less than a Bachelors,6.0,65000.0
United States,Master’s degree,23.0,215000.0
Canada,Bachelor’s degree,2.0,56723.0
Germany,Master’s degree,2.0,81074.0
United States,Bachelor’s degree,3.0,114500.0
Canada,Bachelor’s degree,6.0,92863.0
United States,Less than a Bachelors,20.0,143000.0
Netherlands,Less than a Bachelors,12.0,45396.0
United States,Less than a Bachelors,4.0,148720.0
Canada,Bachelor’s degree,7.0,102102.0
United States,Bachelor’s degree,3.0,63224.0
India,Bachelor’s degree,5.0,27923.0
United States,Master’s degree,8.0,135000.0
United States,Bachelor’s degree,6.0,125000.0
France,Master’s degree,1.0,27240.0
United States,Bachelor’s degree,10.0,104000.0
United States,Master’s degree,5.0,70000.0
United States,Master’s degree,35.0,139000.0
United States,Master’s degree,25.0,200000.0
Netherlands,Less than a Bachelors,23.0,68100.0
Germany,Post grad,6.0,68102.0
United States,Master’s degree,5.0,115000.0
United Kingdom,Less than a Bachelors,8.0,90482.0
Poland,Master’s degree,5.0,35437.0
United States,Less than a Bachelors,25.0,84000.0
Canada,Bachelor’s degree,6.0,83194.0
United States,Less than a Bachelors,7.0,108500.0
United States,Less than a Bachelors,12.0,175000.0
United States,Bachelor’s degree,14.0,104000.0
United States,Bachelor’s degree,14.0,136000.0
Netherlands,Master’s degree,5.0,38916.0
United States,Less than a Bachelors,19.0,185000.0
Brazil,Bachelor’s degree,2.0,11544.0
United States,Bachelor’s degree,6.0,110000.0
United States,Bachelor’s degree,3.0,40000.0
Canada,Bachelor’s degree,10.0,94539.0
United States,Bachelor’s degree,22.0,175000.0
United States,Master’s degree,3.0,144000.0
United States,Bachelor’s degree,10.0,200000.0
France,Master’s degree,5.0,61616.0
United States,Bachelor’s degree,12.0,110000.0
United States,Bachelor’s degree,36.0,104000.0
United States,Master’s degree,28.0,120000.0
United States,Master’s degree,18.0,150000.0
United States,Master’s degree,3.0,100000.0
Canada,Less than a Bachelors,11.0,56723.0
United States,Bachelor’s degree,12.0,100000.0
Spain,Bachelor’s degree,10.0,59454.0
United States,Bachelor’s degree,3.0,125000.0
United States,Bachelor’s degree,6.0,160000.0
United States,Bachelor’s degree,12.0,188000.0
Spain,Less than a Bachelors,1.0,11956.0
Germany,Less than a Bachelors,2.0,12972.0
United States,Bachelor’s degree,7.0,125000.0
United States,Post grad,1.0,100000.0
United States,Bachelor’s degree,17.0,99000.0
United States,Bachelor’s degree,6.0,78000.0
United States,Bachelor’s degree,17.0,115000.0
United Kingdom,Less than a Bachelors,10.0,90482.0
United States,Less than a Bachelors,1.0,45000.0
India,Less than a Bachelors,7.0,23735.0
United States,Post grad,3.0,80000.0
United States,Master’s degree,6.0,86000.0
Canada,Bachelor’s degree,3.0,30253.0
United States,Less than a Bachelors,41.0,100000.0
United States,Less than a Bachelors,6.0,152000.0
United States,Less than a Bachelors,11.0,51000.0
India,Bachelor’s degree,6.0,13264.0
United States,Bachelor’s degree,4.0,160000.0
United States,Less than a Bachelors,3.0,115000.0
United States,Less than a Bachelors,18.0,133000.0
United States,Less than a Bachelors,15.0,90000.0
United States,Bachelor’s degree,7.0,80000.0
United States,Bachelor’s degree,4.0,120000.0
Russian Federation,Bachelor’s degree,15.0,45300.0
United States,Less than a Bachelors,0.5,25000.0
United States,Less than a Bachelors,15.0,100000.0
United States,Less than a Bachelors,10.0,113000.0
Canada,Less than a Bachelors,35.0,128573.0
United States,Less than a Bachelors,4.0,95000.0
United States,Bachelor’s degree,15.0,178000.0
Canada,Bachelor’s degree,5.0,43110.0
Germany,Bachelor’s degree,4.0,64859.0
United States,Bachelor’s degree,5.0,165000.0
United States,Bachelor’s degree,16.0,230000.0
United States,Bachelor’s degree,8.0,180000.0
United States,Bachelor’s degree,8.0,100000.0
United States,Bachelor’s degree,0.5,70000.0
Brazil,Bachelor’s degree,8.0,23364.0
India,Master’s degree,6.0,11867.0
Canada,Bachelor’s degree,8.0,74005.0
India,Bachelor’s degree,5.0,22339.0
United States,Less than a Bachelors,15.0,134000.0
United States,Post grad,15.0,130000.0
Germany,Master’s degree,10.0,70264.0
United States,Bachelor’s degree,12.0,137000.0
Netherlands,Master’s degree,7.0,24648.0
United States,Bachelor’s degree,19.0,142000.0
United States,Master’s degree,3.0,63396.0
Canada,Post grad,1.0,68068.0
United States,Bachelor’s degree,23.0,120000.0
United States,Bachelor’s degree,8.0,74275.0
United States,Bachelor’s degree,10.0,62000.0
United States,Less than a Bachelors,22.0,220000.0
United States,Bachelor’s degree,13.0,250000.0
United States,Bachelor’s degree,8.0,135000.0
United States,Bachelor’s degree,16.0,200000.0
United States,Master’s degree,23.0,88000.0
United States,Bachelor’s degree,5.0,64000.0
United States,Bachelor’s degree,4.0,80000.0
Italy,Less than a Bachelors,16.0,28536.0
United States,Bachelor’s degree,12.0,100000.0
United States,Master’s degree,16.0,180000.0
United States,Master’s degree,10.0,100000.0
Netherlands,Less than a Bachelors,2.0,27888.0
United States,Master’s degree,25.0,180000.0
United States,Bachelor’s degree,2.0,56000.0
India,Bachelor’s degree,7.0,10471.0
Germany,Master’s degree,20.0,129718.0
United States,Bachelor’s degree,4.0,120000.0
United States,Bachelor’s degree,10.0,100000.0
Canada,Bachelor’s degree,20.0,136136.0
Canada,Bachelor’s degree,5.0,83194.0
United Kingdom,Bachelor’s degree,3.0,103408.0
